Job Title,Job Salary,Key Skills,Role Category,Functional Area,Industry,Role
Creative Lead,Not Disclosed by Recruiter,responsive_web_design html5 bootstrap android ux javascript accessibility mobile_applications front_end web_designing less sketch,Senior_Management,Design Creative User_Experience,IT-Software Software_Services,Creative Director
Business Finance Manager,Not Disclosed by Recruiter,product_costing commercial_contracts business_finance capital_budgeting variance_analysis forecasting risk_evaluation financial_management financial_modelling business_analysis,Project_Management,IT_Software,IT-Software Software_Services,Project Manager-IT/Software
Opening For Software Testing Fresher Baner Pune,Not Disclosed by Recruiter,software_testing manual_testing test_cases,Other,IT_Software,IT-Software Software_Services,Fresher
UI Engineer,Not Disclosed by Recruiter,cms content_management_system html xhtml xml dreamweaver,Programming_&_Design,IT_Software,IT-Software Software_Services,Graphic/Web Designer
Java Developer For Telecom Domain,Not Disclosed by Recruiter,maven angularjs algorithms design_patterns agile_methodologies activemq rabbitmq git,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Assistant Manager MIS,Not Disclosed by Recruiter,analytical_skills pricing_analysis business_analyst business_analysis export_import sales_analysis data_mapping business_intelligence analytics,Operations,ITES BPO KPO LPO Customer_Service Operations,Recruitment Staffing,Business/EDP Analyst
Recruitment Manager Temp Staffing,Not Disclosed by Recruiter,business_associate staffing database recruitment,HR Recruitment IR,HR Recruitment Administration IR,Recruitment Staffing,Recruitment Manager
Residential Non Residential Behavioral Counselor,Not Disclosed by Recruiter,counsellor admission_counsellor executive curriculum_development,Teachers,Teaching Education Training Counselling,Education Teaching Training,Teacher/ Private Tutor
Full Stack Architect,Not Disclosed by Recruiter,xml struts hibernate ajax core_java windows jquery soa automation jdbc,Programming_&_Design,IT_Software,BPO Call_Centre ITeS,Technical Architect
SRE Infrastructure Developer Windows Automation,Not Disclosed by Recruiter,automation iis data_management coding ssrs active_directory windows microsoft monitoring sql,Programming_&_Design,IT_Software,Banking Financial_Services Broking,Software Developer
Manager Customer Success Acceleration Google Customer Solutions,Not Disclosed by Recruiter,analytical digital_marketing recruitment market_analysis relationship_building smb marketing_operations growth_strategy advertising,Programming_&_Design,IT_Software,Internet Ecommerce,Functional Outside Consultant
Immediate Opening For SAP SR and PMGM Consultant Hyderabad,"6,00,000-8,50,000",performance_testing requirement_gathering user_acceptance_testing,Programming_&_Design,IT_Software,IT-Software Software_Services,ERP Consultant
Full Stack Developer,Not Disclosed by Recruiter,c++ c design mysql javascript html,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Data Steward SAP MDM US MNC Navi Mumbai ,"10,00,000-12,00,000",sap_mdm data_quality business_rules quality_improvement life_cycle,Programming_&_Design,IT_Software,Chemicals PetroChemical Plastic Rubber,Business Analyst
Bba bhm bcom mba bca bbm Freshers Business Development ,"2,00,000-5,00,000",marketing branding advertising promotion communication interpersonal_skills leadership mba fresher business_development team_management management creative entrepreneurship team_handling communication_skills dedicated smart university,Marketing,Marketing Advertising MR PR Media_Planning,Advertising PR MR Event_Management,Corporate Communication Executive
Credit Manager Loan Against Property,Not Disclosed by Recruiter,sales_operations banking legal title_search loan_operations credit_analysis credit_management credit_appraisal real_estate business_operations due_diligence credit_policy regulatory_compliance,Retail Personal_Banking,Financial_Services Banking Investments Insurance,IT-Software Software_Services,Product Manager-Auto/Home Loans
R D Engineers,Not Disclosed by Recruiter,microcontroller networking visual_sic pc design_development systems interface electronic visual_c,Engineering_Design,Engineering_Design R&D,IT-Software Software_Services,Design Engineer
CTS Engineering Manager,Not Disclosed by Recruiter,computer_science nosql rdbms agile workflow perl business_strategy sql python,Senior_Management,IT_Software,IT-Software Software_Services,Program Manager
UI Developer Required for Mnc in Bangalore,"3,00,000-7,00,000",html css javascript ui_development web_technologies programming developer,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Web Designers,Not Disclosed by Recruiter,web_technologies,Programming_&_Design,IT_Software,IT-Software Software_Services,Graphic/Web Designer
Java Developer Drive Bangalore,Not Disclosed by Recruiter,core_java hibernate. spring,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
QA Ad Quality,Not Disclosed by Recruiter,unix linux python performance_testing selenium debugging computer_science backend ui_automation programming,QA Testing Documentation,IT_Software,Office_Equipment Automation,Quality Assurance/Quality Control Executive
Content Writer,Not Disclosed by Recruiter,microsoft_office online_marketing twitter facebook writing content_marketing social_media content_writer who,Content_Development,Journalism Editing Content,IT-Software Software_Services,Content Developer
Job Hiring For Marketing Manager nutrition Health Hyderabad,Not Disclosed by Recruiter,unilever branding amway media_marketing marketing nutrition atl advertisement media_planning btl,Marketing,Marketing Advertising MR PR Media_Planning,Wellness Fitness Sports Beauty,Marketing Manager
Domestic Marketing,Not Disclosed by Recruiter,domestic_marketing marketing_executive,Marketing,Marketing Advertising MR PR Media_Planning,IT-Software Software_Services,Marketing Manager
Developer,Not Disclosed by Recruiter,wcf ims sql data_domain social_media healthcare entity_framework object_oriented_programming analytics database_development,Programming_&_Design,IT_Software,Medical Healthcare Hospitals,Software Developer
NON Voice Process Executives bangalore Location ,"50,000-3,00,000",email_support non_voice_process non_voice chat_process,Other,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Fresher
Lead Back end Developer,Not Disclosed by Recruiter,sql_server .net c# web_services web_application software_development design_patterns unit_testing continuous_integration c#.net mongodb,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Content Writer,Not Disclosed by Recruiter,technical_writing product_management documents product_development documentation usage procedures english troubleshooting marketing_support,Content_Development,Journalism Editing Content,IT-Software Software_Services,Content Developer
Hiring Development Centre Manager Hyderabad,Not Disclosed by Recruiter,hibernate core_java jpa jsf web_services jee orm sql esb agile_development people_management team_management mentoring resource_management leadership_skills,Senior_Management,IT_Software,IT-Software Software_Services,Program Manager
Opportunity For Marketing Executive IT Industry multiple Locations ,"1,00,000-4,00,000",lead_generation cold_calling exhibitions business_development marketing,Marketing,Marketing Advertising MR PR Media_Planning,IT-Hardware_&_Networking,Direct Marketing Executive
Operations Executive Outbound,Not Disclosed by Recruiter,outbound excel client_interaction b2c powerpoint,Ticketing Travel Documentation,Travel Tours Ticketing Airlines,Travel Hotels Restaurants Airlines Railways,Operations Executive
Product Manager,Not Disclosed by Recruiter,product_management product_strategy,Programming_&_Design,IT_Software,IT-Software Software_Services,Product Manager
Project Management Associate Professor,Not Disclosed by Recruiter,teaching educator counselor mentor trainer advisor,University_Level,Teaching Education Training Counselling,Education Teaching Training,Assistant Professor
STG Infotech Invites Java Professionals,Not Disclosed by Recruiter,java presentation_skills hibernate spring oracle communication sql,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Project Coordinator,Not Disclosed by Recruiter,project_coordinator customer_support helpdesk team_management jira team_development client_servicing action_plan monitoring management,Project_Management,Site_Engineering Project_Management,IT-Software Software_Services,Project Manager-Production/Manufacturing/Maintenance
Software Engineer asp net spec India Company Ahmedabad ,Not Disclosed by Recruiter,asp.net_mvc linq asp.net entity_framework net,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Bim Modeller bim Architect,"3,00,000-4,50,000",navisworks revit_mep project_management autocad mep 3ds_max archicad,QA Testing Documentation,IT_Software,IT-Software Software_Services,Instructional Designer
Engineering Manager,Not Disclosed by Recruiter,unix computer_science linux data_management storage_management x86 storage_virtualization application_architecture vms python,Programming_&_Design,IT_Software,BPO Call_Centre ITeS,Software Developer
Secondary Research Specialist Gartner Digital Markets,Not Disclosed by Recruiter,research recruitment secondary_research information_technology cms career_development advisory basic web_research quality_check,Marketing_Research,Marketing Advertising MR PR Media_Planning,IT-Software Software_Services,Marketing Research Executive/Manager
Material Management Executive Manager,Not Disclosed by Recruiter,procurement logistics supply_chain production_planning heavy_machinery industrial_products purchase_vendor_development inventory_optimization material_planning material_management_executive,Purchase Material_Management,Supply_Chain Logistics Purchase Materials,Recruitment Staffing,Material Management Executive/Manager
Standalone controller developer Vehicle Architecture finalizer,Not Disclosed by Recruiter,instrumentation automotive prototype technical_documentation debugging usage electricals application_integration business_executive electronics,Engineering_Design,Engineering_Design R&D,IT-Software Software_Services,Design Engineer
Internet of Things IoT Wireless Connectivity Project Manager ,Not Disclosed by Recruiter,product_development project_management portfolio_management wireless product_management consumer_electronics strategic_planning ip peripherals,Project_Management,IT_Software,IT-Software Software_Services,Project Manager-IT/Software
Project Manager Digital Transformation ,Not Disclosed by Recruiter,project_management cmmi usage digital_transformation web_technologies management ms_project manager_technology supervisor,Project_Management,IT_Software,IT-Software Software_Services,Project Manager-IT/Software
Ui ux Designer Html css javascript,Not Disclosed by Recruiter,ui ux html css javascript jquery angularjs bootstrap node.js react.js,Creative,Design Creative User_Experience,IT-Software Software_Services,User Experience Designer
Dot Net Developer,"7,00,000-14,00,000",angularjs .net dot_net,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Senior Autocad Draughtsman Design Consultant,Not Disclosed by Recruiter,auto_cadd design autocad_drafting,IT_Hardware,IT_Hardware Technical_Support Telecom_Engineering,Oil_and_Gas Energy Power Infrastructure,Hardware Design Engineer
Database Developer,Not Disclosed by Recruiter,ms_sql rdbms coding data_reporting query database informatica management python,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
R Programmer Python,"50,000-60,000",python,Programming_&_Design,IT_Software,Banking Financial_Services Broking,Software Developer
Electrical engineer,Not Disclosed by Recruiter,c electrical_engineer autocad project_engineer electrical adobe matlab,Site_Engineering,Site_Engineering Project_Management,Construction Engineering Cement Metals,Electrical Engineer-Industrial
Protocol Engineer Lte g gsm Permanent Position,Not Disclosed by Recruiter,gsm 3gpp lte wcdma 3g protocol_stack 2g mac gprs wireless_communication,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Sales Financial Administration Manager male at Remi Group,"6,00,000-8,00,000",sales_administration financial_management,Administration Facility_Management,HR Recruitment Administration IR,Medical Healthcare Hospitals,Manager / Sr Manager - Administration
Wipro Invites Applications from RPA Business Analysts,Not Disclosed by Recruiter,agile_project_management agile_methodology solution_design rpas automation_anywhere business_analyst,Programming_&_Design,IT_Software,IT-Software Software_Services,Business Analyst
HM and Min Yrs Supervisory Exp in any Restaurant,Not Disclosed by Recruiter,hotel_management chef menu_planning hospitality food_costing,Food_&_Beverage,Hotels Restaurants,Recruitment Staffing,Captain
DotNet developer,Not Disclosed by Recruiter,c++ c design mysql javascript html,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
AVP Finance System,Not Disclosed by Recruiter,sap data_conversion ifrs data_validation usage banking transition troubleshooting testing,Other,Accounts Finance Tax Company_Secretary Audit,Education Teaching Training,Outside Consultant
FULL STACK DEVELOPER NODE JS,Not Disclosed by Recruiter,information_technology javascript application_development development software postgresql quality computer_science front_end application web design agile healthcare mongodb silicon aws applications,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Software Engineer PHP,Not Disclosed by Recruiter,joomla drupal wordpress coding zend_framework mysql cakephp software_packages,Programming_&_Design,IT_Software,Strategy Management_Consulting_Firms,Software Developer
Looking For UI UX Designer For Mumbai Location,Not Disclosed by Recruiter,xsl css ux xml dreamweaver html photoshop flash usability visual_design,Programming_&_Design,IT_Software,IT-Hardware_&_Networking,Software Developer
Investment Advisor Wealth Management Mutual Funds RP,Not Disclosed by Recruiter,wealth_management hni sales mutual_funds private_banking cross_selling tpp relationship_management third_party_products hni_client_handling investment wealth,Operations Processes,Financial_Services Banking Investments Insurance,Banking Financial_Services Broking,Investment/Treasury Manager
Delivery Manager IT Applications PMO ,"12,00,000-18,00,000",engagement_management it_applications_development applications_support internet_technologies project_management delivery_manager project_delivery,Senior_Management,IT_Software,IT-Software Software_Services,Program Manager
Sr Programmer,Not Disclosed by Recruiter,javascript server_management .net html visual_studio vb microsoft reporting_tools crystal_report sql,Programming_&_Design,IT_Software,Medical Healthcare Hospitals,Software Developer
Manager IT Technical Consultant SAGE ERP ,Not Disclosed by Recruiter,six_sigma pmp python assembly_language javascript .net html oracle sql,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Hiring UI Designer Years,Not Disclosed by Recruiter,ui_designer prototyping photoshop illustrator,Programming_&_Design,IT_Software,IT-Software Software_Services,Graphic/Web Designer
Android Developer Senior Android Developer Java sdk,Not Disclosed by Recruiter,css core_java eclipse html5 xml android_development json android_sdk android_studio soap,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Software Engineer India R D,Not Disclosed by Recruiter,software_development computer_architecture system_software software_engineering software_testing automation_testing software_design operating_systems,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Wealth Manager,Not Disclosed by Recruiter,analytical_skills wealth_management networking compliance engagement_management banking client_engagement ups management new_business_acquisition,Retail Personal_Banking,Financial_Services Banking Investments Insurance,Banking Financial_Services Broking,Client Servicing/Key Account Manager
Walk in Interview For Executive technical Support application Support ,Not Disclosed by Recruiter,imap ftp smtp pop3 linux operating_systems http networking windows,Technical_Support,IT_Hardware Technical_Support Telecom_Engineering,IT-Software Software_Services,Customer Support Engineer/Technician
Software Engineer,Not Disclosed by Recruiter,unix linux struts css technical analytical project_management sql spring core_java java web design oops web_designing html api hibernate development solaris jboss consulting testing javascript service plsql pl soap,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Senior SFDC Developer Technical Support,Not Disclosed by Recruiter,salesforce apex data_modeling technical_support,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Information Systems Consultant Software Engineering,Not Disclosed by Recruiter,system_testing automation performance_testing agile problem_management unit_testing manager_quality_control rfp sdlc auditing,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Actively Hiring Sr Program Manager java python cloud ,Not Disclosed by Recruiter,program_manager project_manager,Programming_&_Design,IT_Software,IT-Software Software_Services,Technical Architect
Implementation Specialist,Not Disclosed by Recruiter,healthcare medical_billing manual manager_technology research,Programming_&_Design,IT_Software,Media Entertainment Internet,Business Analyst
Stores Assistant,Not Disclosed by Recruiter,help_desk customer_service customer_relationship access_controls asset_management vendor_management,Logistics,Purchase Logistics Supply_Chain,Real_Estate Property,Store Keeper/Warehouse Assistant
Software Testing Team Lead,Not Disclosed by Recruiter,software_development quality_assurance winrunner documentation test_cases test_plan system_software tools scheduling offshore,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Sr Merchandiser,Not Disclosed by Recruiter,sr._merchandiser,Designer,Fashion_Designing Merchandising,Internet Ecommerce,Merchandiser
We at Zenmonics Looking For Devops open shift Admin ,"8,00,000-15,00,000",oracle_sql new_projects infrastructure_security database sql_server ocp operational_support,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Faculty For Physics Chemistry Maths Biology,Not Disclosed by Recruiter,chemistry_faculty chemistry management_trainee biology management jee teaching_faculty business_executive performance_improvement,University_Level,Teaching Education Training Counselling,Education Teaching Training,Lecturer/Professor
iOS Developer,Not Disclosed by Recruiter,microsoft javascript open_source performance_tuning continuous_integration developing tools process_automation cloud automation web design silicon swift c ux level mobile it ios cocoa layout git developer motorola applications,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Business Analyst,Not Disclosed by Recruiter,use_cases business_analysis user_stories requirement_gathering requirement_engineering process_re_-_engineering strong_analytical_skills information_technology,Analytics_&_BI,Analytics_&_Business_Intelligence,IT-Software Software_Services,Business Analyst
Looking for Supply Chain Management,"2,00,000-3,00,000",sales_operations supply_chain_management customer_service,Logistics,Supply_Chain Logistics Purchase Materials,FMCG Foods Beverage,Store Keeper/Warehouse Assistant
Product Group Pune is Hiring for Plsql AND JavaScript Professionals,Not Disclosed by Recruiter,'_;_plsql_developer'_; plsql_programmer oracle_developer javascript js,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Assistant Fashion Designer,Not Disclosed by Recruiter,design communication_skills daily_accounting time_management promotions social_media visual_merchandising fashion_designing styling marketing,Designer,Fashion_Designing Merchandising,Textiles Garments Accessories,Apparel/Garment Designer
Manager Software Development,Not Disclosed by Recruiter,for development gaming ad technical software level developing it people tools quality design support architecture applications,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Software Developer senior Software Developer tech Lead,Not Disclosed by Recruiter,spring_boot java agile communication_skills,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
JAVA J EE EXPERT with microservices ,Not Disclosed by Recruiter,java c python six_sigma pmp .net html javascript sql,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Administration Officer Male,Not Disclosed by Recruiter,chemical,Administration Facility_Management,HR Recruitment Administration IR,Recruitment Staffing,Executive/ Sr Executive - Administration
Freelance full Part Time job Work Home Earn upto k Weekly,"2,50,000-5,00,000",part_time freelance btech it trainee bcom data_entry back_office bsc ba freshers bpo call_centre teachers nurse,Other,Sales Retail Business_Development,Advertising PR MR Event_Management,Trainee
Leather Chemicals Marketing Executive,Not Disclosed by Recruiter,travel diploma technical_knowledge excellent_communication negotiation_skills sales_marketing leather processing marketing_executive institute,Marketing,Marketing Advertising MR PR Media_Planning,Other,Direct Marketing Executive
Excel Specialist Macros with VB,"1,00,000-2,00,000",excel vba macros data_research,Programming_&_Design,IT_Software,IT-Software Software_Services,Database Architect/Designer
Back End A c At Bandra East,Not Disclosed by Recruiter,data_entry back_office backend excel,Treasury,Financial_Services Banking Investments Insurance,Strategy Management_Consulting_Firms,Back Office Executive
Head Corporate Finance ,Not Disclosed by Recruiter,corporate_finance vendor_payments financial_reporting fund_management finance general_accounting financial_planning general_ledger accounts_receivable treasury auditing,Senior_Management,Accounts Finance Tax Company_Secretary Audit,Industrial_Products Heavy_Machinery,Head/VP/GM-CFO/Financial Controller
UI Developer,Not Disclosed by Recruiter,market_research analytics management_consulting security_services business_intelligence telecom financial_services pharma bpo fmcg,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Telco Analytics Product Support Engineer INT,Not Disclosed by Recruiter,troubleshooting technical_support analytics unix sap technical analytical cms networking tools sql java jboss linux j2ee telecom hadoop programming c oracle level asset_management it redhat product_support eclipse operational_excellence support,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Customer Success Manager,Not Disclosed by Recruiter,financial_services hospitality customer_relationship seo digital_marketing analytics social_marketing digital_media competitive_intelligence silicon,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Librarian,Not Disclosed by Recruiter,teaching educator counselor mentor trainer advisor,Teachers,Teaching Education Training Counselling,IT-Software Software_Services,Librarian
Graphic Designer,Not Disclosed by Recruiter,graphic_designing photoshop illustrator graphics printing publishing social_media photo_editing edms analytical,Creative,Design Creative User_Experience,Oil_and_Gas Energy Power Infrastructure,Graphic Designer
Asst Restaurant Manager,Not Disclosed by Recruiter,service_management product_quality training hospitality staffing guest_satisfaction customer_service management operations,Food_&_Beverage,Hotels Restaurants,Travel Hotels Restaurants Airlines Railways,Restaurant Manager
Android App Developer,Not Disclosed by Recruiter,ui_development performance_tuning ux c coding xml debugging json android_sdk troubleshooting,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Human Capital Management Delivery Analyst Specialist EPAY Systems,Not Disclosed by Recruiter,customer_service reconciliation payroll loans outsourcing performance_management hris pdf human_capital_management delivery_analyst,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Software Development Engineer Java c ajax,Not Disclosed by Recruiter,java c rdbms ooad javascript distributed_systems algorithm data_structure ajax operating_systems,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Audio Content Analyst,Not Disclosed by Recruiter,data_entry english music audio tools software programming_skills audio_editing content basic audio_content_analyst,Other,IT_Software,IT-Software Software_Services,IT/Technical Content Developer
Hadoop Developer,Not Disclosed by Recruiter,data_science html android analytics virtualization data_processing system_monitoring statistical_programming flume sqoop,Programming_&_Design,IT_Software,Medical Healthcare Hospitals,Software Developer
Full Stack Developer SAP Conversational AI,Not Disclosed by Recruiter,node.js java javascript continuous_delivery jenkins test_driven_development design_patterns git cloud_foundry continuous_integration full_stack_developer_sap_conversational_ai,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Embedded Graphics Developer C c ,Not Disclosed by Recruiter,opengl embedded project_programming,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Quality Assurance Analyst,Not Disclosed by Recruiter,quality_assurance_analyst supervisor investigation auditing,QA Testing Documentation,IT_Software,Banking Financial_Services Broking,Quality Assurance/Quality Control Executive
Senior Manager Events Strategy Travel Startup,Not Disclosed by Recruiter,event_management marketing_collaterals marketing,Advertising,Marketing Advertising MR PR Media_Planning,Strategy Management_Consulting_Firms,Events/Promotion Manager
AEM Developer Senior AEM Developer,Not Disclosed by Recruiter,jsp javascript html maven jquery cms agile apache adobe extjs,Programming_&_Design,IT_Software,Banking Financial_Services Broking,Software Developer
Transactional Quality Manager,"10,00,000-13,00,000",transactional_quality team_handling communication_skills quality_management quality_manager,Quality,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Quality Assurance/Quality Control Manager
Web Project Leader,Not Disclosed by Recruiter,software_development_life_cycle project_management php_mysql project_leader java apache rdbms linux sdlc,Programming_&_Design,IT_Software,IT-Software Software_Services,Project Lead
IBM Datastage Professional,Not Disclosed by Recruiter,infosphere etl_testing technical_design dw business_process datastage teradata ibm_datastage oracle_sql application_development,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Delv Senior Software Eng,Not Disclosed by Recruiter,spring_boot side hibernate spring_framework rdbms developer j2ee oracle cloud_foundry technical_documentation,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
AVP Senior Product Manager Customer Returns Ecommerce,Not Disclosed by Recruiter,product_management program_management customer_experience ecommerce sql tableau,Programming_&_Design,IT_Software,Internet Ecommerce,Product Manager
React js Developer Web UI,Not Disclosed by Recruiter,css ui javascript mocha html gui react.js,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Digital Marketing Executive,Not Disclosed by Recruiter,display_advertising google_analytics social_media javascript google_adwords sem html omniture seo digital_marketing,Advertising,Marketing Advertising MR PR Media_Planning,IT-Software Software_Services,Media Planning Executive/Manager
Director Valuation,Not Disclosed by Recruiter,finance private_equity portfolio_valuation hedge_funds equity_valuation quantitative_techniques market_data front_office,Senior_Management,Financial_Services Banking Investments Insurance,Banking Financial_Services Broking,Head/VP/GM-Private Equity/Hedge Fund/VC
Lead Big Data Cloud,Not Disclosed by Recruiter,analytics data_analytics data_management machine_learning big_data hadoop spark,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Member R D Smart Applications and Tools ,Not Disclosed by Recruiter,sql java php analytical software tomcat developing tools apache jboss application linux mysql application_servers programming applications,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Assistant Professor HOSPITALITY,Not Disclosed by Recruiter,teaching educator counselor mentor trainer advisor assistant_professor-_hospitality,University_Level,Teaching Education Training Counselling,Education Teaching Training,Lecturer/Professor
Data Scientist,Not Disclosed by Recruiter,algorithms python problem_solving machine_learning artificial_intelligence deep_learning software_architecture java nlp data_modeling data_structures,Analytics_&_BI,Analytics_&_Business_Intelligence,Internet Ecommerce,Data Analyst
Relationship Manager Real Estate Industry Builder Firm Noida,Not Disclosed by Recruiter,relationship_management real_estate lap,Retail Personal_Banking,Financial_Services Banking Investments Insurance,Real_Estate Property,Sales/Business Development Manager-Broking
Microstrategy Administrator Business Intelligence,Not Disclosed by Recruiter,microstrategy system_administration business_intelligence production_support linux shell_scripting,Analytics_&_BI,Analytics_&_Business_Intelligence,IT-Software Software_Services,Data Analyst
Digital Transformation Lead Servicenow,Not Disclosed by Recruiter,change_management servicenow it_asset_management itsm cmdb problem_management incident_management release_management,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Application Support Manager,Not Disclosed by Recruiter,application_support payroll oracle_sql rdbms web_application plsql client_interaction software_implementation asp ajax,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
SAP ABAP Webdynpro Consultant,Not Disclosed by Recruiter,crm business_objects presales coding tuning data_quality stores data_validation sap_data_services effort_estimation,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Editor Sociology History and Communications,Not Disclosed by Recruiter,editor sociology opportunity history social_science content journalism proof_reading editing political_science economics humanities psychology writing home_based content_editor work_from_home finance content_writer mass_communication,Editor,Journalism Editing Content,Publishing,Business Editor
Restaurant Manager Midway Cafe India Corporation PAN India,"1,50,000-4,00,000",team_management communication_skills bar cafe customer_service restaurant_management beverage operations stock_inventory,Food_&_Beverage,Hotels Restaurants,FMCG Foods Beverage,Restaurant Manager
Hiring For SAP Basis Administrator Hana Basis sap Migration bangalore,Not Disclosed by Recruiter,sap_basis sap_basis_administration hana,Programming_&_Design,IT_Software,IT-Software Software_Services,ERP Consultant
J EE Technical Specialist,Not Disclosed by Recruiter,technical_product_configuration design integration_php mysql html c c++ javascript j2ee_technical_specialist,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
AVP Financial Modeling Gurgaon,Not Disclosed by Recruiter,financial_modelling equity_valuation dcf company_valuation relative_valuation,Retail Personal_Banking,Financial_Services Banking Investments Insurance,KPO Research Analytics,Equity Analyst
Biology Lecturer,Not Disclosed by Recruiter,teaching educator counselor mentor trainer advisor,University_Level,Teaching Education Training Counselling,IT-Software Software_Services,Lecturer/Professor
Manual Testing banking Lead Evening Shift,Not Disclosed by Recruiter,regression_testing user_acceptance_testing alm manual_testing functional_testing quality_center,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Personnel in Charge,Not Disclosed by Recruiter,project_management ticketing hospitality logistics analytical social_media pdf catering incharge management,Other,Architecture Interior_Design,Internet Ecommerce,Fresher
Android developer,Not Disclosed by Recruiter,product_management sales networking architecture design_development android,Programming_&_Design,IT_Software,Semiconductors Electronics,Software Developer
Angular JS Developer,Not Disclosed by Recruiter,angular_js_developer,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Product Development Manager,"5,00,000-15,00,000",customer_service project_management technology payment_gateways field_operations portal campaign_management mobile_application_testing web_development market_research mobile_application_development,Project_Management,IT_Software,Education Teaching Training,Project Manager-IT/Software
Magento Developer,Not Disclosed by Recruiter,erp mysql php development web_development e-commerce zend_framework database git web zend mvc open_source object_oriented_programming programming applications magento,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Credit Fraud Analyst,Not Disclosed by Recruiter,risk_management financial_services sql strategic_partnerships analytical fraud_analytics portfolio_management operations monitoring python,Programming_&_Design,IT_Software,Internet Ecommerce,Business Analyst
Technology Associate,Not Disclosed by Recruiter,sql javascript html android python data_structures http object_oriented_design django pdf,Programming_&_Design,IT_Software,Strategy Management_Consulting_Firms,Software Developer
Manager Customer Service BPO,Not Disclosed by Recruiter,customer_service customer_care client_servicing manager_-_customer_service,Operations,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Operations Manager
PRT General Science ,Not Disclosed by Recruiter,teaching educator counselor mentor trainer advisor,University_Level,Teaching Education Training Counselling,Education Teaching Training,Lecturer/Professor
java developer with telecom domain,Not Disclosed by Recruiter,assembly_language c++ c ecommerce cms dreamweaver html sql six_sigma pmp javascript design mysql .net oracle python,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Vacancy For CFO at Vashi Navi Mumbai,"12,00,000-15,00,000",financial_reporting foreign_exchange treasury_management fund_raising finance banking range_planning forex_management budgeting risk_management,Senior_Management,Accounts Finance Tax Company_Secretary Audit,Export Import,Head/VP/GM-CFO/Financial Controller
Back Office Executive data Entry Operators domestic BPO,"1,25,000-3,75,000",back_office_processing bpo part_time data_entry computer_operator backend non_voice chat_process account marketing inbound_process,Other,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Fresher
